105.96	4.49
156.25	4.48
211.91	4.49
265.63	4.49442
318.85	4.4956
371.09	4.49545
423.83	4.49504
478.03	4.49455
530.76	4.49366
583.5	4.49199
638.18	4.48947
691.41	4.4864
746.09	4.4832
796.39	4.4802
851.07	4.47743
906.25	4.47463
942.87	4.4714
992.19	4.46746
1047.85	4.46293
1101.07	4.45859
1158.2	4.45564
1207.52	4.45498
1264.16	4.45596
1322.75	4.45521
1385.25	4.44637
1443.85	4.42135
1522.95	4.37289
2351.56	4.29744
2875.49	4.19684
3293.95	4.07797
3606.45	3.95038
3773.93	3.82316
3856.45	3.70247
3965.82	3.59072
4154.3	3.48734
4169.43	3.3904
4241.7	3.29799
4302.73	3.20889
4382.81	3.12264
4411.62	3.03917
4471.19	2.95857
4554.2	2.88106
4552.73	2.80699
4586.91	2.73686
4623.05	2.67117
4683.11	2.6101
4686.52	2.55335
4717.77	2.50013
4771.97	2.44943
4764.65	2.4003
4787.11	2.35212
4811.04	2.30458
4869.63	2.25748
4861.33	2.21065
4882.81	2.16398
4913.57	2.11757
4913.57	2.07186
4930.18	2.0276
4948.73	1.98553
5000.49	1.94607
4985.35	1.90922
4996.09	1.87455
5018.07	1.84151
5029.79	1.8096
5029.3	1.77845
5047.85	1.74784
5089.36	1.71767
5065.43	1.68791
5081.05	1.65861
5087.4	1.62986
5114.26	1.60173
5107.91	1.5742
5126.46	1.54722
5158.69	1.52083
5137.7	1.49518
5146.48	1.47057
5152.34	1.4473
5185.55	1.42542
5174.32	1.40469
5180.66	1.38462
5208.5	1.3647
5189.94	1.34466
5199.71	1.32457
5205.08	1.30473
5247.56	1.2854
5225.1	1.2666
5228.03	1.24805
5247.56	1.22935
5240.72	1.21024
5245.61	1.19079
5255.86	1.17136
5284.18	1.15248
5263.18	1.13462
5266.6	1.11804
5277.34	1.10266
5284.18	1.08821
5276.37	1.07424
5289.55	1.06034
5315.43	1.0463
5296.39	1.03212
5298.34	1.01802
5334.47	1.00427
5311.52	0.990975
5318.36	0.978067
5334.96	0.965307
5324.71	0.952469
5332.03	0.939505
5326.17	0.926586
5334.47	0.914011
5364.75	0.902015
5341.31	0.890625
5347.66	0.879633
5367.19	0.868714
5355.47	0.857592
5361.82	0.846174
5354.98	0.834579
5359.86	0.823066
5386.23	0.811919
5365.23	0.801343
5370.12	0.791382
5395.02	0.781906
5378.42	0.772644
5383.79	0.763294
5384.77	0.753655
5381.35	0.74373
5404.79	0.733748
5390.62	0.724078
5389.65	0.715092
5420.41	0.707013
5395.02	0.699817
5400.88	0.693198
5407.71	0.68663
5407.23	0.679543
5418.95	0.671564
5408.2	0.66271
5408.2	0.653415
5440.43	0.644302
5416.02	0.635821
5418.46	0.627989
5433.11	0.620403
5426.76	0.612566
5437.5	0.604291
5425.78	0.595901
5426.27	0.588057
5452.64	0.581342
5430.18	0.575856
5434.57	0.571106
5450.68	0.566245
5437.01	0.560503
5452.15	0.553526
5441.89	0.545475
5439.45	0.536843
5465.82	0.528176
5444.82	0.519862
5445.8	0.51209
5470.7	0.504944
5453.12	0.49851
5458.5	0.492912
5455.08	0.488221
5453.61	0.484323
5475.1	0.480848
5459.47	0.477238
5458.98	0.472969
5483.89	0.467803
5463.87	0.461918
5466.8	0.455821
5469.24	0.450072
5466.8	0.44495
5485.35	0.440287
5467.77	0.435553
5468.75	0.430163
5496.58	0.423818
5474.12	0.416683
5477.54	0.409313
5483.4	0.402397
5479.49	0.396468
5493.65	0.391751
5477.05	0.388163
5478.52	0.38542
5503.42	0.383128
5480.47	0.380824
5482.42	0.377994
5495.61	0.374168
5486.33	0.369096
5500.98	0.362932
5490.72	0.356285
5486.33	0.350045
5510.25	0.345015
5489.75	0.341536
5491.7	0.33931
5507.81	0.337523
5496.58	0.335197
5504.88	0.331599
5499.51	0.326507
5501.46	0.320245
5518.55	0.313501
5500.49	0.307061
5498.05	0.30155
5520.51	0.297273
5502.44	0.294184
5508.3	0.291963
5504.88	0.290159
5509.77	0.288364
5532.23	0.286322
5505.37	0.283962
5505.86	0.281321
5529.79	0.278419
5511.72	0.275152
5512.21	0.271292
5514.16	0.266613
5515.14	0.261083
5537.6	0.255015
5517.58	0.249042
5515.14	0.243916
5535.16	0.240187
5516.6	0.237944
5517.09	0.236745
5525.39	0.235789
5519.53	0.234232
5538.57	0.231519
5523.44	0.227549
5525.39	0.222647
5544.43	0.217355
5523.44	0.212187
5522.46	0.207464
5533.2	0.203301
5526.37	0.199708
5539.55	0.196702
5528.81	0.194333
5532.23	0.192597
5554.69	0.191291
5526.37	0.189946
5530.27	0.187921
5543.95	0.184646
5531.74	0.179899
5542.97	0.173974
5535.16	0.167626
5537.11	0.161801
5559.08	0.157253
5536.13	0.154228
5532.71	0.152347
5551.76	0.15076
5534.67	0.148504
5541.02	0.144891
5540.53	0.139735
5541.99	0.133266
5565.43	0.125771
5540.04	0.117155
5536.62	0.106723
5558.59	0.0933818
5539.55	0.076278
5540.04	0.0556152
5544.92	0.0332892
5543.46	0.0130333
5559.57	0
5544.92	0
